Account_Number,Zip Code,Total_Mortgage_Balances,Total_HE_Balances,Num_Trades_Past_Due,Num_HE_Trades,FICO_Score_Original,Loan Period,Origination_Date,Maturity_Date,LTV_Original,Lien_Position,Origination_DTI,m1_FICO_Score_Current,m1_Commitments,m1_Outstandings,m1_LTV_Current,m1_Day_Past_Due,m1_APR,m1_Deliqunecy,m2_FICO_Score_Current,m2_Commitments,m2_Outstandings,m2_LTV_Current,m2_Day_Past_Due,m2_APR,m2_Deliqunecy,m3_FICO_Score_Current,m3_Commitments,m3_Outstandings,m3_LTV_Current,m3_Day_Past_Due,m3_APR,m3_Deliqunecy,m4_FICO_Score_Current,m4_Commitments,m4_Outstandings,m4_LTV_Current,m4_Day_Past_Due,m4_APR,m4_Deliqunecy,m5_FICO_Score_Current,m5_Commitments,m5_Outstandings,m5_LTV_Current,m5_Day_Past_Due,m5_APR,m5_Deliqunecy,m6_FICO_Score_Current,m6_Commitments,m6_Outstandings,m6_LTV_Current,m6_Day_Past_Due,m6_APR,m6_Deliqunecy
3920,46528,0,13238,93,2,763,3668,3/7/2011,3/22/2021,0.163,1,0.47,769,13461.44,13321.21,0.06,0,0.054,0,675,13628.79,14454.77,0.056,0,0.0529,0,711,13753.78,13214.42,0.057,0,0.0529,0,697,13890.82,12567.88,0.06,0,0.0519,0,725,12954.65,13472.84,0.059,0,0.0535,0,731,12691.68,12184.01,0.058,0,0.0504,0
3921,45243,0,118382,93,2,891,10973,3/8/2011,3/23/2041,0.087,0,0.491,790,123751.62,122573.04,0.078,0,0.0498,0,761,120017.77,116487.84,0.08,0,0.0508,0,809,118627.04,113928.93,0.076,0,0.054,0,797,113738.8,113738.8,0.077,0,0.0508,0,789,121724.48,120554.05,0.077,0,0.0508,0,774,120350.28,114508.03,0.08,0,0.055,0
3922,44714,0,0,,0,813,10973,3/6/2011,3/21/2041,0.935,1,0.054,0,64852.03,68863.49,0.663,0,0.0534,0,0,64725.49,69396.4,0.65,0,0.0524,0,0,69946.26,65949.34,0.683,0,0.0524,0,0,65210.59,63879.76,0.663,0,0.0534,0,0,63744.11,63744.11,0.657,0,0.054,0,0,62945.32,68908.56,0.677,0,0.0514,0
3923,44857,0,57191,93,4,820,5499,3/6/2011,3/26/2026,0.439,1,0.349,820,54210.93,54210.93,0.314,0,0.0493,0,801,52233.98,52233.98,0.299,0,0.045,0,841,54985.17,50795.83,0.302,0,0.0455,0,777,49898.22,50937.76,0.293,0,0.0488,0,841,54158.45,49516.3,0.303,0,0.0479,0,785,51186.8,50163.06,0.291,0,0.045,0
3924,46068,0,127733,1,1,699,10981,3/9/2011,4/1/2041,0.853,1,0.353,717,136135.31,128048.07,0.794,0,0.055,0,676,141295.35,138604.01,0.762,0,0.054,0,683,141042.57,131639.73,0.762,0,0.055,0,670,131421.68,127398.57,0.794,0,0.0545,0,711,136538.25,132522.42,0.741,0,0.0508,0,677,132300.11,136309.2,0.741,0,0.0524,0
3925,44054,6867,55892,7,3,763,5488,3/10/2011,3/19/2026,0.371,0,0.282,570,40358.25,39937.85,0.237,0,0.0479,0,602,39647.04,42568.4,0.242,0,0.0455,0,632,41835.18,40178.34,0.249,0,0.045,0,631,39056.75,42345.74,0.254,0,0.0493,0,656,42021.11,42429.08,0.254,0,0.0479,0,633,39676.36,38866.64,0.254,0,0.0474,0
3926,44641,0,53998,93,2,860,10972,3/28/2011,4/11/2041,0.191,0,0.261,677,23995.53,23282.79,0,0,0.0489,0,670,23954.63,23717.46,0,0,0.0499,0,718,23910.29,23436.81,0,0,0.0524,0,715,23160.05,23396.37,0,0,0.0499,0,751,24296.1,24060.22,0,0,0.0519,0,749,23311.77,24018.18,0,0,0.0509,0
3927,44089,0,26882,93,1,673,3668,3/8/2011,3/23/2021,0.876,1,0.487,711,29645.32,31142.56,0.266,0,0.0561,0,734,29676.39,28501.08,0.28,0,0.0561,0,742,29389.56,29677.69,0.263,0,0.0556,0,689,28810.71,27963.33,0.274,0,0.0523,0,711,28501.53,28224.82,0.285,0,0.0561,0,691,26827.57,27911.52,0.285,0,0.0528,0
3928,44077,0,64715,93,2,752,5491,3/9/2011,3/21/2026,0.688,0,0.43,769,46132.97,47559.76,0.508,0,0.0455,0,809,48629.85,48157.72,0.503,0,0.0498,0,841,48733.98,45453.81,0.493,0,0.0488,0,817,47905.78,44650.05,0.503,0,0.0479,0,785,48000.05,47076.97,0.523,0,0.0469,0,765,48092.01,47633.99,0.478,0,0.046,0
3929,46526,92566,1380,93,2,663,2600,3/9/2011,4/21/2018,0.069,0,0.542,726,1927.31,2026.66,0,0,0.0572,0,742,1923.99,1757.49,0,0,0.0539,0,772,1729.26,1763.5,0,0,0.0567,0,766,1636.89,1589.67,0,0,0.055,0,744,1434.84,1449.19,0,0,0.055,0,710,1295.33,1295.33,0,0,0.0572,0
3930,45171,113850,182291,93,3,793,10976,3/8/2011,3/26/2041,0.267,0,0.566,801,60745.89,61335.65,0,0,0.0545,0,778,61817.67,61228.93,0,0,0.0529,0,786,56411.96,60525.33,0,0,0.0514,0,800,55725.94,61005.24,0,0,0.0534,0,816,60893.51,56209.39,0,0,0.0514,0,817,55524.62,60784.85,0,0,0.0514,0
3931,44814,0,96223,93,2,774,5504,3/9/2011,4/3/2026,0.714,0,0.335,740,93208.82,85219.49,0.513,0,0.0469,0,779,92522.09,88116.28,0.551,0,0.046,0,756,88322.66,84824.73,0.51,0,0.0493,0,802,83317.29,86788.84,0.512,0,0.0493,0,795,81809.79,86115.57,0.502,0,0.0479,0,810,88014.39,81178.32,0.504,0,0.046,0
3932,43560,0,35602,93,1,759,5503,3/9/2011,4/2/2026,0.416,1,0.224,718,35489.22,33053.68,0.213,0,0.0498,0,707,32815.66,32815.66,0.209,0,0.0498,0,672,34972.5,32915.29,0.213,0,0.0455,0,721,35055.2,32672.8,0.197,0,0.0474,0,665,34789.42,33438.38,0.215,0,0.0488,0,662,33521.5,33521.5,0.226,0,0.046,0
3933,44144,0,29463,93,2,810,5494,3/10/2011,3/25/2026,0.454,0,0.293,748,22878.71,21972.62,0.303,0,0.0504,0,727,22223.71,21774.74,0.294,0,0.0504,0,677,21573.05,23352.27,0.3,0,0.0524,0,720,20932.78,22254.86,0.309,0,0.0484,0,749,21824.88,22479.63,0.288,0,0.0474,0,691,22265.9,21617.38,0.288,0,0.0504,0
3934,85009,0,141120,93,3,781,5507,3/19/2011,4/16/2026,0.511,0,0.532,708,82026.89,83635.26,0.391,0,0.0469,0,722,75834.72,77431.24,0.412,0,0.0469,0,673,79220.76,78428.55,0.405,0,0.045,0,725,80195.91,80195.91,0.394,0,0.0498,0,669,74892.96,80353.91,0.402,0,0.0465,0,755,75863.08,73540.74,0.399,0,0.0474,0
3935,48302,570767,214746,93,3,799,10974,3/16/2011,4/1/2041,0.196,0,0.283,785,104064.98,111574.82,0.156,0,0.0545,0,833,107107.84,110321.08,0.151,0,0.055,0,753,110123.52,107985.2,0.161,0,0.054,0,753,105671.37,105671.37,0.162,0,0.0498,0,793,110807.17,107610.81,0.164,0,0.0524,0,753,104239.11,107430.1,0.152,0,0.0529,0
3936,44011,0,129385,93,2,818,7327,3/14/2011,4/5/2031,0.372,0,0.203,784,72077.34,70650.06,0.246,0,0.0424,0,816,68214.27,68924.83,0.232,0,0.0432,0,816,68617.79,74276.99,0.232,0,0.042,0,809,71134.89,73247.8,0.246,0,0.0411,0,777,68709.62,70812.98,0.234,0,0.0445,0,807,69102.18,71196.18,0.229,0,0.0403,0
3937,46516,0,116029,93,2,665,10973,3/14/2011,3/29/2041,0.825,1,0.265,664,106167.24,106167.24,0.706,3,0.063,1,614,108212.61,108212.61,0.685,3,0.063,1,590,117083.43,115968.35,0.685,3,0.057,1,603,112367.27,106804.53,0.699,2,0.0612,1,584,106595.42,111036.9,0.705,4,0.057,1,606,111036.9,114368.01,0.733,3,0.0594,1
3938,46580,127456,6498,93,1,773,3683,3/15/2011,4/14/2021,0.063,0,0.178,841,7206.42,7497.59,0.025,0,0.0493,0,833,7077.44,6934.46,0.026,0,0.0493,0,833,6736.36,7227.55,0.026,0,0.0535,0,828,6885.57,6679,0.024,0,0.0535,0,828,7090.23,6887.65,0.024,0,0.0509,0,844,6951,6421.4,0.024,0,0.054,0
3939,46001,0,29475,1,1,714,10975,3/15/2011,4/1/2041,0.825,1,0.17,659,28072.46,28923.14,0.397,0,0.0656,0,720,28307.25,27458.03,0.401,0,0.065,0,720,28565.29,27716.82,0.414,0,0.0606,0,692,29377.77,29660.25,0.418,0,0.06,0,685,27906.99,27343.21,0.455,0,0.0613,0,678,27309.15,27027.61,0.446,0,0.0638,0
3940,44128,0,22389,93,2,691,3663,3/16/2011,3/26/2021,0.6,1,0.149,702,21833.73,23672.36,0.389,0,0.0489,0,711,21879.42,22556.1,0.425,0,0.0494,0,763,22121.41,21678.98,0.409,0,0.0494,0,744,22785.19,22568.19,0.397,0,0.0504,0,782,22121.96,21696.54,0.302,0,0.0479,0,709,21257.04,20423.44,0.295,0,0.0509,0
3941,43528,0,25319,93,2,890,5494,3/17/2011,4/1/2026,0.442,1,0.166,798,28201.82,27919.8,0.116,0,0.0483,0,772,29329.89,29047.87,0.116,0,0.0493,0,772,28272.31,27995.13,0.106,0,0.0483,0,788,26546.32,25484.47,0.11,0,0.0474,0,820,25484.47,27342.71,0.149,0,0.0474,0,799,25963.92,25185,0.149,0,0.0483,0
3942,46902,0,7964,93,1,763,3669,3/16/2011,4/1/2021,0.219,0,0.33,736,8642.16,8128.76,0.082,0,0.0455,0,805,8654.18,8486.14,0.077,0,0.046,0,736,7998.56,8493.32,0.077,0,0.045,0,754,8252.01,8332.92,0.077,0,0.0455,0,794,8091.47,7774.15,0.075,0,0.0488,0,770,7387.04,8009.1,0.075,0,0.0469,0
3943,44256,154990,23050,93,1,751,3667,3/19/2011,4/2/2021,0.185,0,0.368,743,25361.92,24630.32,0,0,0.0723,0,713,24447.96,24927.33,0,0,0.0688,0,764,22601.8,24014.41,0,0,0.0716,0,761,22658.18,22889.38,0,0,0.0695,0,776,22236.8,22009.89,0,0,0.0681,0,725,23375.65,22039.89,0,0,0.073,0
3944,43147,66334,44279,93,3,769,3668,3/17/2011,4/1/2021,0.112,0,0.401,714,8952.05,9040.69,0.055,0,0.0519,0,771,9040.69,8952.05,0.051,0,0.0499,0,712,9048.64,8700.62,0.052,0,0.0514,0,699,8454.33,8370.62,0.054,0,0.0484,0,773,7952.09,8538.03,0.049,0,0.0499,0,756,7878.6,8042.74,0.053,0,0.0489,0
3945,43147,65059,45165,93,3,776,3668,3/17/2011,4/1/2021,0.106,0,0.386,700,9119.17,8840.02,0.054,0,0.081,0,697,9119.17,8933.07,0.056,0,0.0852,0,756,8872.27,9329.6,0.055,0,0.081,0,751,9174.76,8557.22,0.057,0,0.0827,0,773,8733.66,8821.88,0.057,0,0.0852,0,734,9094.93,8575.22,0.058,0,0.0861,0
3946,46186,0,100932,93,1,818,5493,3/19/2011,4/2/2026,0.434,1,0.481,842,99546.3,103568.37,0,0,0.0474,0,770,102822.59,95834.65,0,0,0.0469,0,802,97106.06,98096.94,0,0,0.0469,0,817,98357.86,95407.12,0,0,0.045,0,785,97612.19,100540.56,0,0,0.0474,0,748,96876.3,93001.25,0,0,0.0455,0
3947,44139,139719,168688,1,5,704,3667,3/22/2011,4/5/2021,0.735,1,0.442,676,15932.57,15777.88,0.225,0,0.0752,0,642,14885.8,15949.07,0.244,0,0.0775,0,636,14879.89,15028.69,0.241,0,0.0767,0,716,14283.19,15303.41,0.23,0,0.0814,0,660,14974.4,13690.88,0.247,0,0.0736,0,705,14106.98,14246.66,0.235,0,0.0767,0
3948,44857,0,56490,93,3,764,10973,3/20/2011,4/4/2041,0.859,1,0.432,693,56653.94,56653.94,0.863,0,0.0529,0,690,59389.26,58258.04,0.846,0,0.055,0,726,58153.72,56459.92,0.855,0,0.0545,0,707,56366.31,58620.96,0.89,0,0.0529,0,692,54576.26,54576.26,0.694,0,0.0524,0,676,56731.41,55608.01,0.635,0,0.0503,0
3949,48178,0,36404,1,1,775,10964,3/22/2011,3/28/2041,0.85,1,0.092,757,36222.49,36222.49,0,0,0.0571,0,753,36803,35016.45,0,0,0.0549,0,723,33787.16,36632.39,0,0,0.0549,0,727,35807.19,36516.24,0,0,0.0565,0,795,34611.61,35671.15,0,0,0.0576,0,738,34096.25,34799.26,0,0,0.0565,0
3950,48178,0,6789,93,1,811,3658,3/23/2011,3/28/2021,0.307,1,0.078,757,7120.53,6838.53,0,0,0.0479,0,826,7127.51,6643.11,0,0,0.0479,0,763,6516.84,6992.02,0,0,0.0483,0,838,6856.92,6657.2,0,0,0.0498,0,766,6328.9,6850.87,0,0,0.0493,0,788,6712.02,6712.02,0,0,0.0498,0
3951,45414,57950,33750,93,1,709,10973,3/22/2011,4/6/2041,0.749,1,0.34,817,35489,34097.28,0,0,0.0753,0,854,36142.81,36490.34,0,0,0.0717,0,854,34358.06,35052.16,0,0,0.0746,0,813,32930.91,36397.33,0,0,0.0753,0,813,34616.01,36346.81,0,0,0.0731,0,768,33537.25,35957.46,0,0,0.0731,0
3952,48198,0,32069,6,1,686,10982,3/22/2011,4/15/2041,0.816,1,0.349,499,34537.58,34537.58,0.725,0,0.055,0,467,31828.64,33817.93,0.669,0,0.0534,0,492,32764.5,34419.27,0.704,0,0.0529,0,504,32049.35,32049.35,0.711,0,0.0514,0,504,31661.47,33310.51,0.355,0,0.0519,0,543,34571.58,31937.55,0.335,0,0.055,0
3953,46534,0,6994,93,1,695,3667,3/24/2011,4/7/2021,0.515,1,0.367,772,7358.24,6990.33,0.256,0,0.0559,0,749,7228.03,7372.59,0.256,0,0.0576,0,757,7379.91,6954.15,0.266,0,0.0565,0,783,7312.83,7243.18,0.245,0,0.0588,0,752,6968.06,7036.37,0.309,0,0.0576,0,730,6698.69,6363.76,0.341,0,0.0571,0
3954,45239,38191,123620,93,2,798,10972,3/26/2011,4/9/2041,0.34,1,0.398,813,2609.15,2533.89,0.043,0,0.0734,0,764,2193.22,2285.56,0.043,0,0.0727,0,788,1995.95,2206.05,0.041,0,0.0734,0,820,1948.3,1929.38,0.041,0,0.0742,0,804,1696.41,1730,0.629,0,0.0712,0,765,1468.17,1409.44,0.642,0,0.0771,0
3955,46538,0,83135,93,4,845,5500,3/26/2011,4/16/2026,0.679,1,0.341,756,61286.93,61876.23,0,0,0.0514,0,717,58569.67,59149.57,0,0,0.0498,0,681,57409.87,57989.77,0,0,0.0508,0,750,56615.39,57770.81,0,0,0.0545,0,713,57334.49,57334.49,0,0,0.0508,0,761,57440.37,55165.5,0,0,0.0514,0
3956,44004,0,75134,93,1,725,11007,3/28/2011,5/16/2041,0.876,1,0.327,658,82453.9,80098.07,1.062,0,0.0588,0,698,79199.09,74494.19,1.062,0,0.0624,0,698,82203.33,82203.33,1.01,0,0.0618,0,673,79738.59,80520.34,0.999,0,0.063,0,660,75706.43,79608.83,0.973,0,0.0582,0,692,80270.83,74036.2,1.022,0,0.0594,0
3957,46131,0,77820,93,1,725,5493,3/27/2011,4/10/2026,0.704,1,0.337,725,80694.58,79096.66,0.405,0,0.0499,0,711,82500.75,76947.81,0.425,0,0.0509,0,740,76384.03,81108.81,0.405,0,0.0484,0,760,82082.25,74264.89,0.429,0,0.0509,0,701,75259.98,76811.73,0.45,0,0.0479,0,710,75469.65,78550.05,0.459,0,0.0504,0
3958,44145,0,44616,93,2,839,2955,3/30/2011,5/2/2019,0.614,1,0.249,802,35783.59,36506.49,0.205,0,0.0408,0,810,33469.9,33818.55,0.195,0,0.0381,0,794,31897.17,31897.17,0.201,0,0.0393,0,821,32286.92,33255.53,0.209,0,0.0377,0,805,31300.07,29440.66,0.147,0,0.0377,0,811,30880.27,31177.2,0.146,0,0.0373,0
3959,44839,0,127183,93,1,765,5493,3/29/2011,4/12/2026,0.747,1,0.194,673,138607.44,127945.32,0.643,0,0.0504,0,654,136298.71,134975.42,0.637,0,0.0479,0,640,131359.19,127418.41,0.656,0,0.0509,0,667,133011.59,127795.45,0.675,0,0.0479,0,695,134603.01,126837.45,0.659,0,0.0519,0,624,124608.25,122039,0.603,0,0.0484,0
3960,81507,53575,129405,93,3,748,10966,3/28/2011,4/5/2041,0.893,0,0.508,653,124816.42,126103.19,1.149,0,0.0508,0,669,129737.86,125884.26,1.16,0,0.0503,0,656,128228.88,128228.88,1.171,0,0.0545,0,647,124109.7,129227.62,1.103,0,0.0503,0,640,122541.92,127647.83,1.115,0,0.055,0,693,128924.31,127647.83,1.081,0,0.0498,0
3961,43614,0,57596,93,3,701,5493,3/29/2011,4/12/2026,0.634,1,0.067,751,62896.41,59232.55,0.351,0,0.0455,0,830,60610.83,57580.29,0.334,0,0.0483,0,830,60748.96,63154.86,0.354,0,0.0479,0,786,57302.54,58496.35,0.347,0,0.045,0,802,62184.37,56262.05,0.354,0,0.0498,0,810,59937.39,60525.01,0.358,0,0.0479,0
3962,44707,0,8600,93,1,747,7319,3/29/2011,4/12/2031,0.236,0,0.295,803,9694.81,9694.81,0.071,0,0.055,0,852,9409.15,9137.73,0.068,0,0.0519,0,787,8769.36,8680.78,0.068,0,0.0498,0,835,8680.78,9300.84,0.07,0,0.054,0,779,8230.81,8655.08,0.07,0,0.0514,0,854,304.56,292.62,0.066,0,0.0519,0
3963,43612,0,11386,93,1,803,7309,3/29/2011,4/2/2031,0.833,1,0.198,813,13868.39,15328.23,0.284,0,0.0524,0,797,13577.35,14149.03,0.293,0,0.0534,0,805,13271.06,13407.88,0.311,0,0.055,0,804,11333.16,11108.74,0.299,0,0.0498,0,812,10901.93,11119.97,0.289,0,0.0498,0,846,10637.05,10949.9,0.277,0,0.0508,0
3964,44203,7226,24561,93,3,751,5493,3/30/2011,4/13/2026,0.287,1,0.109,773,18936.05,17493.3,0.204,0,0.0524,0,737,18755.7,17853.99,0.212,0,0.0524,0,722,17048.53,18843.11,0.194,0,0.0524,0,716,18555.7,17842.02,0.192,0,0.0494,0,754,18209.44,17148.7,0.112,0,0.0509,0,749,16658.31,16833.66,0.117,0,0.0524,0
3965,44846,0,73478,93,2,742,5501,3/30/2011,4/21/2026,0.671,0,0.361,745,56802.1,56802.1,0.473,0,0.0474,0,759,59886.01,57560.34,0.483,0,0.0484,0,701,56560.84,59446.59,0.434,0,0.0509,0,710,59586.31,57294.53,0.472,0,0.0494,0,732,55158.56,57433.13,0.459,0,0.0513,0,725,53618.33,57004.75,0.459,0,0.0465,0
3966,45840,0,16569,93,1,815,3667,4/2/2011,4/16/2021,0.637,1,0.128,813,16622.75,17488.51,0.228,0,0.0483,0,854,16662.7,16152.61,0.225,0,0.046,0,789,17187.27,15852.34,0.249,0,0.0483,0,797,17190.1,16207.8,0.237,0,0.0479,0,846,16052.99,16374.05,0.3,0,0.046,0,797,16364.7,15420.58,0.275,0,0.0455,0
3967,46234,189962,29805,93,2,748,5488,4/6/2011,4/15/2026,0.738,1,0.437,666,20306.43,20099.22,0.288,0,0.0678,0,700,20176.44,20588.2,0.291,0,0.0727,0,728,19837.29,20859.83,0.309,0,0.0692,0,725,21332.38,20722.88,0.3,0,0.0664,0,662,21186.48,20177.6,0.315,0,0.0671,0,714,21043.81,20242.14,0.3,0,0.0699,0
3968,44708,0,63354,93,1,849,5487,4/10/2011,4/18/2026,0.867,1,0.219,802,66446.67,67736.9,0.608,0,0.0488,0,790,64043.82,61482.07,0.627,0,0.045,0,773,66744.42,64201.77,0.596,0,0.0465,0,814,59940.05,62463.84,0.602,0,0.0479,0,838,63239.51,61987.25,0.571,0,0.0483,0,791,62138.23,62138.23,0.606,0,0.0465,0
3969,46550,0,23909,93,1,824,4397,4/4/2011,4/18/2023,0.392,1,0.287,788,25558.77,24792.01,0.219,0,0.0508,0,819,25267.89,26531.28,0.207,0,0.0534,0,741,24718.79,26216.89,0.205,0,0.0519,0,780,25418.91,25912.48,0.203,0,0.0498,0,819,25599.23,23892.62,0.187,0,0.0534,0,800,24077.1,23836.33,0.203,0,0.054,0
3970,44116,0,77753,93,1,787,5499,4/12/2011,5/2/2026,0.693,1,0.236,825,85649.17,81531.42,0.41,0,0.0399,0,776,84198,77658.35,0.414,0,0.0383,0,776,78691.52,81125.28,0.397,0,0.0403,0,817,77291.29,81316.88,0.422,0,0.0387,0,785,79088.5,79088.5,0.56,0,0.0403,0,827,76098.87,76891.57,0.565,0,0.0383,0
3971,46761,0,61915,93,4,778,3667,4/4/2011,4/18/2021,0.564,0,0.386,776,20511.1,20120.41,0,0,0.0499,0,690,19554.6,18212.62,0,0,0.0509,0,711,19180,19744.12,0,0,0.0494,0,724,17520.04,18615.04,0,0,0.0484,0,716,18608.86,18247.52,0,0,0.0474,0,710,18582.44,18405.46,0,0,0.0509,0
3972,46516,7895,10432,93,1,835,3667,4/7/2011,4/21/2021,0.229,1,0.18,786,11378.11,10820.36,0.095,0,0.0377,0,797,11277.34,10510.92,0.092,0,0.0408,0,837,11270.69,11270.69,0.1,0,0.0385,0,814,10210.67,10842.25,0.093,0,0.0373,0,798,10729.82,10317.13,0.095,0,0.0389,0,838,9602.82,9703.9,0.095,0,0.0401,0
3973,48108,0,78398,93,2,804,3667,4/5/2011,4/19/2021,0.152,0,0.24,793,30246.19,30246.19,0.073,0,0.0469,0,746,29701.93,29113.77,0.071,0,0.0489,0,754,27996.91,30017.3,0.069,0,0.0504,0,795,27186.63,27469.83,0.068,0,0.0504,0,803,28880.79,26381.49,0.073,0,0.0465,0,752,28583.17,28583.17,0.068,0,0.0474,0
3974,46131,0,33994,93,1,798,5493,4/5/2011,4/19/2026,0.889,1,0.206,831,33914.98,33229.83,0.363,0,0.0499,0,824,35714.72,33673.88,0.356,0,0.0494,0,769,33089.49,32414.2,0.334,0,0.0519,0,805,32848.78,33854.35,0.341,0,0.0499,0,759,32602.54,34265.94,0.347,0,0.0524,0,786,33020.16,32689.96,0.354,0,0.0519,0
3975,49253,0,42946,,2,795,5480,4/18/2011,4/19/2026,0.342,0,0.44,551,41244.53,42094.93,0.279,0,0.0494,0,949,42200.33,43044.34,0.274,0,0.0524,0,999,43967.08,43129.61,0.279,0,0.0489,0,979,41135.36,41966.38,0.272,0,0.0509,0,1009,39984.65,43282.35,0.257,0,0.0519,0,999,42531.83,42122.87,0.267,0,0.0484,0
3976,43614,89038,38876,93,2,688,10989,4/6/2011,5/7/2041,0.225,0,0.351,729,29623.93,29623.93,0.253,0,0.0571,0,696,30820.85,29923.16,0.264,24,0.0533,1,732,30999.36,30999.36,0.251,0,0.0554,0,724,31174.51,31174.51,0.246,0,0.0571,0,703,28502.41,30283.81,0.256,0,0.0571,0,744,29986.91,30283.81,0.243,25,0.0565,1
3977,43614,95530,36234,93,2,710,3684,4/6/2011,5/7/2021,0.105,0,0.39,687,8780.71,8529.83,0.071,0,0.1004,0,689,8613.46,8529.83,0.073,24,0.1044,1,696,8412.72,7846.48,0.073,0,0.0984,0,681,8202.01,7655.21,0.07,0,0.0954,0,746,7967.67,7420.87,0.07,0,0.0984,0,758,8202.01,7498.98,0.071,27,0.1004,1
3978,44236,0,152042,93,2,827,7319,4/7/2011,4/21/2031,0.789,1,0.321,811,145366.62,152783.29,0.618,0,0.054,0,812,149232.98,150710.54,0.618,0,0.0524,0,788,141267.63,154511.47,0.599,0,0.054,0,771,153899.19,153899.19,0.593,0,0.0534,0,779,145963.91,153262.11,0.649,0,0.055,0,788,142467.99,139560.48,0.611,0,0.055,0
3979,45817,72036,31574,93,3,744,10972,4/7/2011,4/21/2041,0.7,1,0.469,553,30146.71,31654.05,0.349,10,0.0855,1,566,30749.64,31654.05,0.352,40,0.0798,1,549,30127.84,30429.12,0.356,40,0.0781,1,554,29364.72,29065.08,0.339,9,0.0814,1,533,28404.87,29899.86,0.784,10,0.0847,1,593,30477.71,29282.51,0.762,11,0.0773,1
3980,44060,0,81092,93,2,856,5493,4/13/2011,4/27/2026,0.62,1,0.467,786,80175.03,80993.15,0.468,0,0.0489,0,764,85291.13,84478.84,0.455,0,0.0479,0,719,82247.16,77409.09,0.428,0,0.0509,0,779,80047.88,82449.32,0.437,0,0.0489,0,742,78653.37,81036.81,0.398,0,0.0474,0,712,74913.42,78067.67,0.41,0,0.0494,0
3981,46514,0,37648,93,1,723,10972,4/11/2011,4/25/2041,0.536,1,0.252,680,39772.72,38614.29,0.334,0,0.0577,0,696,36629.62,36629.62,0.338,0,0.0583,0,724,37724.3,40033.95,0.338,0,0.0618,0,747,39974.24,38821.14,0.359,0,0.056,0,704,39140.34,39140.34,0.359,0,0.0583,0,739,37165.42,37548.57,0.344,0,0.0565,0
3982,44047,0,50898,93,2,867,3578,4/12/2011,1/27/2021,0.436,0,0.343,815,25732.77,24983.27,0.225,0,0.0479,0,839,25741.21,25250.9,0.208,0,0.0465,0,839,22838.86,25242.96,0.21,0,0.0509,0,797,24275.11,24510.79,0.192,0,0.0474,0,773,23088.65,23088.65,0.19,0,0.0499,0,804,21932.41,23289.05,0.196,0,0.0504,0
3983,44001,29870,108120,6,1,765,10981,4/13/2011,5/6/2041,0.721,1,0.539,535,97665.23,100749.39,0.526,0,0.0773,0,526,98597.33,97570.27,0.526,0,0.0781,0,531,107711.1,106685.28,0.476,0,0.0822,0,564,103505.32,106579.73,0.526,0,0.0847,0,526,97237.68,99284.79,0.156,0,0.0847,0,561,101229.87,103274.91,0.157,0,0.0814,0
3984,44306,0,0,,0,700,3669,4/16/2011,5/2/2021,0.842,1,0.487,0,0,0,0,125,0.0479,1,0,0,0,0,150,0.0499,1,0,0,0,0,185,0.0469,1,0,0,0,0,222,0.0469,1,0,0,0,0,235,0.0469,1,0,0,0,0,260,0.0465,1
3985,44070,0,42690,93,3,881,3667,4/13/2011,4/27/2021,0.2,0,0.476,757,11951.65,12567.72,0.082,0,0.0167,0,748,12083.86,11963.02,0.085,0,0.0181,0,826,11490.14,12437.78,0.085,0,0.0177,0,821,12071.66,12071.66,0.08,0,0.0174,0,813,11027.28,11823.06,0.081,0,0.0177,0,818,11574.67,11018.2,0.083,0,0.0171,0
3986,44060,0,9258,93,2,866,3661,4/13/2011,4/21/2021,0.169,0,0.329,776,9969.55,9667.44,0.063,0,0.0469,0,824,9592.37,9889.04,0.065,0,0.0484,0,776,9220.45,9511.63,0.063,0,0.0474,0,784,9427.78,9713.47,0.061,0,0.0479,0,808,9151.49,8871.34,0.065,0,0.0489,0,820,8879.37,8879.37,0.063,0,0.0484,0
3987,44102,0,40548,93,2,818,3650,4/13/2011,4/10/2021,0.226,0,0.136,845,12579.61,13241.69,0,0,0.018,0,819,12727.6,13636.72,0,0,0.0191,0,795,13241.2,12604.6,0,0,0.0198,0,787,12476.76,12351.99,0,0,0.0187,0,787,12098.33,12464.95,0,0,0.0195,0,785,11485.98,12443.14,0,0,0.0195,0
3988,44116,0,12446,93,1,720,3664,4/16/2011,4/27/2021,0.536,1,0.354,805,13436.41,13304.68,0,0,0.0504,0,763,12930.56,13577.09,0,0,0.0465,0,803,12051.16,12558.58,0,0,0.0513,0,835,11943.37,12689.83,0,0,0.0474,0,787,11828.09,12681.67,0,0,0.0504,0,799,11947.46,12066.93,0,0,0.0513,0
3989,43402,0,19471,93,1,762,3668,4/17/2011,5/2/2021,0.476,0,0.177,798,21079.01,21488.31,0.219,0,0.0494,0,758,19702.78,21110.12,0.198,0,0.0465,0,766,19937.93,19543.11,0.202,0,0.0513,0,800,18602.24,18602.24,0.206,0,0.0494,0,760,19580.34,19200.14,0.185,0,0.0469,0,785,17898.08,18084.52,0.193,0,0.0465,0
